,local_delta
4138,111252214
4139,103977657
4140,95034876
4141,101074334
4142,88389326
4143,103776928
4144,107225823
4145,115943865
4146,101387927
4147,95524718
4148,101873133
4149,107942643
4150,100557356
4151,97052004
4152,106361242
4153,95771175
4154,111366590
4155,129530016
4156,91414680
4157,101495686
4158,118137347
4159,122936029
4160,120774890
4161,104115261
4162,109407170
4163,90527132
4164,91168119
4165,93714464
4166,105378902
4167,120196194
4168,113249552
4169,88904012
4170,98750332
4171,116642144
4172,91969678
4173,84643714
4174,84390226
4175,94270556
4176,93829203
4177,87287351
4178,88407035
4179,93719724
4180,87901152
4181,89577916
4182,102874537
4183,111266590
4184,114358507
4185,87598704
4186,114766891
4187,112829086
4188,92267595
4189,93189883
4190,87223549
4191,97337837
4192,108647590
4193,103993075
4194,100598763
4195,96798881
4196,108445767
4197,98290126
4198,121179681
4199,111319299
4200,105154425
4201,92365303
4202,95291126
4203,111584089
4204,88482660
4205,108427069
4206,109502430
4207,121370254
4208,117649798
4209,109981700
4210,120397289
4211,114625433
4212,92411709
4213,101652093
4214,91995200
4215,98460334
4216,115868033
4217,101421000
4218,94533732
4219,106286556
4220,99844756
4221,102005113
4222,119247970
4223,115434962
4224,115618555
4225,82141901
4226,94163005
4227,103935419
4228,92002388
4229,105792600
4230,112115495
4231,105838850
4232,128689864
4233,107032856
4234,106102599
4235,112725128
4236,100972200
4237,118865576
4238,117451674
4239,122070876
4240,95806802
4241,88558702
4242,152901290
4243,126750652
4244,105621455
4245,116269335
4246,103160109
4247,146015325
4248,98323668
4249,116778552
4250,148147609
4251,124556910
4252,105179999
4253,99205956
4254,110149252
4255,111910027
4256,110513729
4257,109503733
4258,87395268
4259,95373314
4260,121073069
4261,112432786
4262,122012804
4263,101544491
4264,89535105
4265,97770336
4266,87809017
4267,104936874
4268,115631785
4269,98524710
4270,116604542
4271,121280932
4272,116354699
4273,109157380
4274,97303255
4275,122485668
4276,104300939
4277,101715532
4278,111579664
4279,96364248
4280,99917048
4281,107570042
4282,96869194
4283,107500043
4284,126844298
4285,103650004
4286,89700521
4287,100799077
4288,100366370
4289,128459970
4290,95874719
4291,106559681
4292,102259436
4293,92810303
4294,86746730
4295,109571285
4296,98775595
4297,112442057
4298,111816538
4299,95087170
4300,127641536
4301,99063302
4302,102347926
4303,96731278
4304,105403019
4305,99731007
4306,100088715
4307,95044826
4308,94954462
4309,100939441
4310,115673765
4311,88781358
4312,96665967
4313,105281718
4314,95456387
4315,104277867
4316,122166451
4317,104299013
4318,117592143
4319,118446776
4320,102714643
4321,95806178
4322,117788133
4323,97383724
4324,100994493
4325,109804671
4326,100616682
4327,109669307
4328,110358523
4329,107476815
4330,122881501
4331,106352912
4332,106540620
4333,116821886
4334,108815821
4335,96126646
4336,102729592
4337,90348124
4338,127784400
4339,120218542
4340,103115059
4341,96857476
4342,105233020
4343,94009570
4344,128413461
4345,133528495
4346,95803834
4347,98512731
4348,92609106
4349,144220021
4350,90544634
4351,107625616
4352,88029539
4353,94638057
4354,99511738
4355,92733428
4356,112081070
4357,105296249
4358,112867525
4359,107910147
4360,102568499
4361,97060236
4362,115908609
4363,87689435
4364,91064319
4365,109915973
4366,105521041
4367,113996011
4368,105662551
4369,99840696
4370,104303701
4371,121249476
4372,171442583
4373,112819869
4374,104145316
4375,109733058
4376,97315184
4377,165064637
4378,122783325
4379,124850036
4380,98160389
4381,104043702
4382,146168816
4383,119657815
4384,112157320
4385,111038522
4386,89515315
4387,102836050
4388,87267302
4389,92330409
4390,88728026
4391,101721158
4392,107031140
4393,104030942
4394,110126858
4395,114035751
4396,110576440
4397,94850662
4398,104978855
4399,95809772
4400,94691338
4401,117153500
4402,103273028
4403,97701485
4404,100010019
4405,92428742
4406,102271573
4407,102642301
4408,95342274
4409,100042310
4410,125919877
4411,92823793
4412,111718155
4413,92839835
4414,98826012
4415,97509350
4416,112403414
4417,106629736
4418,91795777
4419,88773860
4420,126765707
4421,103759484
4422,109618892
4423,99125542
4424,97708100
4425,103960682
4426,116920793
4427,101186317
4428,96245553
4429,101265119
4430,106751454
4431,99487937
4432,88426361
4433,104071515
4434,102050585
4435,135821666
4436,107231557
4437,119501462
4438,97605444
4439,117846311
4440,101777304
4441,107093484
4442,93462177
4443,121865880
4444,121186925
4445,101244651
4446,95903262
4447,109871183
4448,103194487
4449,108404261
4450,102338761
4451,102000481
4452,127419924
4453,121884787
4454,103360216
4455,91882652
4456,102677353
4457,91222653
4458,107631867
4459,94121289
4460,100334550
4461,116342047
4462,88671569
4463,103271414
4464,100834392
4465,104874637
4466,86483243
4467,88090321
4468,92758169
4469,100859808
4470,113248567
4471,162375741
4472,85444341
4473,88309538
4474,97968047
4475,89787555
4476,82638413
4477,89546410
4478,89590316
4479,98105182
4480,105903228
4481,94075873
4482,122353171
4483,97394924
4484,88638184
4485,107878690
4486,96175033
4487,102526469
4488,154539883
4489,103386830
4490,99384969
4491,90200314
4492,96003419
4493,87030377
4494,104096932
4495,110266442
4496,147395481
4497,173145236
4498,101984127
4499,114269397
4500,100616476
4501,119120110
4502,114771688
4503,213492129
4504,153037180
4505,140472380
4506,127073312
4507,116747983
4508,100950797
4509,128653358
4510,132345689
4511,112798361
4512,111863833
4513,98746899
4514,100720434
4515,114479449
4516,155836858
4517,109095873
4518,123289887
4519,167362860
4520,134108287
4521,111010243
4522,108410408
4523,126034461
4524,94874882
4525,109337124
4526,148103240
4527,115119239
4528,114277158
4529,124761393
4530,115249342
4531,137798952
4532,104884430
4533,96181543
4534,119906514
4535,128115340
4536,133179594
4537,119038027
4538,114926375
4539,140448683
4540,120337294
4541,149442559
4542,163460843
4543,158944036
4544,115099760
4545,103322874
4546,113082579
4547,99722417
4548,139825664
4549,130882258
4550,102422981
4551,102400221
4552,111826074
4553,132404180
4554,143418673
4555,109566810
4556,125271599
4557,151052345
4558,104596411
4559,97422686
4560,118308343
4561,143366330
4562,138513637
4563,107512963
4564,112497217
4565,94583997
4566,94942277
4567,146685849
4568,168464628
4569,118720737
4570,111233263
4571,151232604
4572,123758637
4573,123346398
4574,123118743
4575,110354672
4576,152411403
4577,109271760
4578,151855467
4579,131278663
4580,109816393
4581,130554551
4582,144542680
4583,91074322
4584,97399978
4585,121533332
4586,127010501
4587,113336173
4588,117188034
4589,102674126
4590,156126650
4591,101493088
4592,162628555
4593,142480916
4594,182760153
4595,107774682
4596,98219090
4597,138512596
4598,112843726
4599,115670748
4600,108949626
4601,144477108
4602,153869575
4603,133196937
4604,124076448
4605,211528439
4606,110020872
4607,117946626
4608,99012159
4609,130435593
4610,167827392
4611,123736918
4612,122695255
4613,116980379
4614,163436678
4615,117887928
4616,184222284
4617,127102219
4618,130519916
4619,97393571
4620,102672772
4621,114806220
4622,102857251
4623,95738630
4624,110554881
4625,113704037
4626,99769501
4627,158848829
4628,135277765
4629,131584131
4630,130976425
4631,124089782
4632,111795919
4633,152873537
4634,116704391
4635,154040044
4636,122221768
4637,173779767
4638,144494243
4639,126111130
4640,120763283
4641,157736489
4642,123328014
4643,127254719
4644,156934201
4645,144616222
4646,130160126
4647,151863698
4648,114680700
4649,145576323
4650,105082139
4651,109634154
4652,158056957
4653,122242601
4654,131891162
4655,95608943
4656,145706531
4657,190749710
4658,153684577
4659,139347751
4660,134909225
4661,107571975
4662,155693476
4663,168182443
4664,124964988
4665,123220567
4666,134598705
4667,122924682
4668,110073842
4669,118008605
4670,112814092
4671,149535945
4672,148163138
4673,108902595
4674,133456573
4675,119710371
4676,163750897
4677,126587378
4678,104498079
4679,135205161
4680,139140252
4681,122466819
4682,145230283
4683,135198911
4684,111239410
4685,137425831
4686,104801984
4687,130836062
4688,108101712
4689,142737531
4690,132680379
4691,117828710
4692,134658965
4693,135554379
4694,114596170
4695,124596188
4696,131502413
4697,116641996
4698,105477191
4699,101728141
4700,133021887
4701,101588610
4702,139740927
4703,140620091
4704,95755557
4705,115401011
4706,170182645
4707,135941044
4708,119187248
4709,137219113
4710,115956061
4711,117124651
4712,107260726
4713,103920217
4714,174764037
4715,111486545
4716,113582371
4717,116046947
4718,188381490
4719,122826038
4720,127831697
4721,115900436
4722,118840218
4723,131094551
4724,114523046
4725,109576916
4726,137131405
4727,157593575
4728,116734444
4729,117331005
4730,117899180
4731,115635177
4732,158403936
4733,161671321
4734,141019309
4735,111228942
4736,127292480
4737,120246828
4738,148781001
4739,107365101
4740,113532788
4741,197631667
4742,144536901
4743,115415594
4744,161033511
4745,128003208
4746,129165495
4747,151507086
4748,133960167
4749,144810910
4750,125639466
4751,117339182
4752,114798253
4753,125460977
4754,234083053
4755,116025749
4756,175278567
4757,174086123
4758,140901028
4759,107872652
4760,175318879
4761,198735362
4762,96903262
4763,113911328
4764,116910954
4765,135262766
4766,139709470
4767,115104294
4768,142042222
4769,162802151
4770,111862742
4771,151477138
4772,126494828
4773,121058440
4774,92387966
4775,102338765
4776,133667407
4777,113027739
4778,106275782
4779,133432044
4780,151425784
4781,141826285
4782,106683594
4783,138158121
4784,131879809
4785,115322418
4786,130431898
4787,134848236
4788,169544368
4789,118808604
4790,133765792
4791,119506831
4792,184490723
4793,133755376
4794,127438627
4795,123408171
4796,154244108
4797,126175089
4798,114501119
4799,95780194
4800,117894389
4801,146776737
4802,176638094
4803,111168995
4804,111423786
4805,115968927
4806,148124390
4807,112717948
4808,134538603
4809,118500376
4810,136117555
4811,149569541
4812,124232335
4813,224841159
4814,109525668
4815,129324662
4816,122053593
4817,129202995
4818,130570439
4819,156833474
4820,130779397
4821,128710550
4822,157540868
4823,142610085
4824,101565017
4825,145186483
4826,147411163
4827,95141810
4828,129386016
4829,146133407
4830,120020683
4831,142301545
4832,107304946
4833,151849221
4834,121663491
4835,127486857
4836,116869132
4837,116360540
4838,105361359
4839,135561204
4840,108328693
4841,108992389
4842,129017841
4843,118040691
4844,105653597
4845,145288462
4846,94652854
4847,156471861
4848,128849403
4849,131588197
4850,184339422
4851,159773673
4852,135880161
4853,120593077
4854,157708108
4855,135616776
4856,111746025
4857,202250611
4858,139154733
4859,130927365
4860,164153085
4861,118435533
4862,89703339
4863,118553657
4864,99327578
4865,141492590
4866,107472445
4867,180828914
4868,129836483
4869,138079268
4870,141917172
4871,134852039
4872,152050053
4873,142052745
4874,147732308
4875,100864604
4876,157534983
4877,132468506
4878,121079951
4879,271685271
4880,121688334
4881,97688417
4882,121193076
4883,103645896
4884,130906532
4885,95045561
4886,107531508
4887,122786351
4888,127304565
4889,118886990
4890,168238905
4891,109515148
4892,115203565
4893,133052150
4894,125912487
4895,99071016
4896,156110769
4897,115273929
4898,102159912
4899,136465628
4900,97051648
4901,156384102
4902,217445404
4903,138434945
4904,195756260
4905,121219222
4906,134207980
4907,112615970
4908,113197426
4909,114818358
4910,110487592
4911,161986843
4912,112005972
4913,159578935
4914,100837312
4915,131193146
4916,129159507
4917,112426856
4918,176635127
4919,133595013
4920,95341393
4921,155658949
4922,136003859
4923,166916253
4924,112616491
4925,121229951
4926,94749208
4927,132941734
4928,116153198
4929,161542106
4930,164680636
4931,93006454
4932,143797947
4933,119591103
4934,113906226
4935,122181771
4936,119684488
4937,103452460
4938,104514175
4939,135822141
4940,110808476
4941,128511489
4942,144380394
4943,111678317
4944,104559800
4945,113168103
4946,117251579
4947,154330359
4948,160177944
4949,134177772
4950,130844658
4951,150358602
4952,134226626
4953,136325317
4954,172286288
4955,114299610
4956,113937059
4957,122310417
4958,130721274
4959,137265314
4960,153289739
4961,188034099
4962,117005799
4963,115763773
4964,113644873
4965,159547217
4966,145148724
4967,124743586
4968,136298754
4969,120306049
4970,142108161
4971,106841459
4972,131764187
4973,123595360
4974,129871954
4975,94929676
4976,155781761
4977,99876483
4978,136660628
4979,132246789
4980,113630759
4981,111732068
4982,121065160
4983,127974251
4984,148242776
4985,116127105
4986,139548640
4987,95464571
4988,129455185
4989,113181698
4990,145162214
4991,140944572
4992,159636383
4993,113027428
4994,120802765
4995,137884479
4996,114562943
4997,114748880
4998,136047506
4999,117226528
